4.203895392974451213e-45,0.000000000000000000e+00,4.707401549384858534e-39
-1.494948082836344838e-04,2.991817891597747803e-04,1.076118423952721059e-04
6.127572851255536079e-04,-9.512515971437096596e-04,-2.211222163168713450e-04
6.924940971657633781e-04,-1.056958804838359356e-03,-2.711104752961546183e-04
-5.197067512199282646e-04,7.850335096009075642e-04,2.312628930667415261e-04
6.055580161046236753e-05,-7.216446101665496826e-05,-4.377050936454907060e-05
3.223631210858002305e-06,1.182986525236628950e-04,-2.361932638450525701e-05
1.399953471263870597e-04,-8.793891174718737602e-05,-6.476804992416873574e-05
-2.298820327268913388e-04,6.473833927884697914e-04,1.934399479068815708e-04
-3.032949098269455135e-05,-2.959046832984313369e-05,-6.703931285301223397e-05
3.145486989524215460e-04,-6.232788437046110630e-04,-1.319849980063736439e-04
-2.231131948065012693e-04,2.095779345836490393e-04,2.040727849816903472e-05
-8.690970134921371937e-04,8.842610986903309822e-04,2.876160142477601767e-04
6.532786646857857704e-04,-8.415762567892670631e-04,-2.244304050691425800e-04
1.537560601718723774e-04,-3.081611648667603731e-04,-9.191773278871551156e-05
-2.891206240747123957e-04,5.413652979768812656e-04,1.461948559153825045e-04
3.547386149875819683e-04,-5.517571116797626019e-04,-7.197161903604865074e-05
4.111290618311613798e-04,-6.166361272335052490e-04,-1.985293201869353652e-04
1.055442844517529011e-03,-1.724564237520098686e-03,-3.523906052578240633e-04
-5.803849198855459690e-04,1.106801093555986881e-03,3.579339245334267616e-04
-3.403611772228032351e-04,7.977337809279561043e-04,1.550035667605698109e-04
3.047784957743715495e-06,3.162429129588417709e-05,2.616575875435955822e-05
5.846282001584768295e-04,-2.088124165311455727e-04,-8.567974145989865065e-05
2.667606808245182037e-03,-9.391511557623744011e-04,-2.530869096517562866e-06
6.466957856900990009e-04,3.564450598787516356e-04,3.451668308116495609e-04
2.003004308789968491e-03,-1.355089712888002396e-03,-1.783977495506405830e-06
5.212146788835525513e-03,1.499937614426016808e-03,-1.957689877599477768e-03
3.317768918350338936e-03,2.106694271788001060e-03,-3.202783875167369843e-03
-4.840331617742776871e-03,-4.710538312792778015e-03,-3.575886832550168037e-03
5.084659904241561890e-03,-5.079281516373157501e-03,-4.743744153529405594e-03
1.214400492608547211e-02,2.627566456794738770e-03,-1.530334586277604103e-03
6.306778639554977417e-03,-1.617390662431716919e-03,-1.792254392057657242e-03
3.861152799800038338e-03,-1.263916492462158203e-04,3.597425529733300209e-04
-3.977829124778509140e-03,-2.936001168563961983e-03,7.301512523554265499e-04
-1.717889215797185898e-03,-6.525306962430477142e-03,-1.325751887634396553e-03
1.863330136984586716e-03,-3.871831344440579414e-03,1.626117387786507607e-03
2.001656219363212585e-03,2.725764177739620209e-03,2.428732579573988914e-03
-9.772235061973333359e-04,-1.927273115143179893e-03,1.164590590633451939e-03
1.205961592495441437e-02,7.395657245069742203e-03,-5.427078343927860260e-03
1.122684683650732040e-03,-6.434912793338298798e-04,1.118465559557080269e-03
3.913380205631256104e-04,1.130314311012625694e-03,-1.382577233016490936e-03
6.277094595134258270e-03,6.923635490238666534e-03,-2.916367724537849426e-03
-1.130571495741605759e-02,-6.125422660261392593e-03,-2.051664981991052628e-03
5.925858393311500549e-03,1.580247655510902405e-03,-9.163201320916414261e-05
7.667388301342725754e-03,8.171714842319488525e-03,5.414498969912528992e-03
2.022042172029614449e-04,-1.042034127749502659e-03,7.607230450958013535e-03
