-8.418030801651086086e+29,3.444812014849697805e-41,-3.831781054705038266e+29
2.829604782164096832e-04,1.765282650012522936e-04,-5.497394886333495378e-05
-6.524968193843960762e-05,-7.961993105709552765e-05,1.897440670290961862e-04
-1.427463721483945847e-04,-6.589907570742070675e-05,-3.707422365550883114e-05
-2.042190899373963475e-04,-1.270286447834223509e-04,-2.290381598868407309e-05
-2.538071385060902685e-05,-1.697007974144071341e-07,-5.612446693703532219e-05
-2.928477988461963832e-05,-2.838651744241360575e-05,-1.482953393860952929e-06
5.061208867118693888e-05,7.354165427386760712e-05,-2.072825882351025939e-04
-3.839915734715759754e-06,-9.185664384858682752e-05,3.087779332417994738e-04
7.014857146714348346e-06,4.359340891824103892e-06,4.985147461411543190e-05
-1.150591997429728508e-04,-7.217167876660823822e-06,-2.867655712179839611e-04
1.328095095232129097e-05,2.796603803290054202e-05,-6.569763354491442442e-05
-1.085744734155014157e-04,-6.644358654739335179e-05,-3.961014590458944440e-05
1.046500256052240729e-05,-9.121921175392344594e-05,3.962471382692456245e-04
-2.185428820666857064e-05,-2.414533628325443715e-05,8.067599992500618100e-05
-9.668373240856453776e-05,1.501902352174511179e-05,-3.198408230673521757e-04
-3.181152351316995919e-05,-2.185284756706096232e-05,6.041230790287954733e-06
-8.226373029174283147e-05,8.129274647217243910e-06,-2.336126635782420635e-04
-2.292231656610965729e-04,-1.322403550148010254e-04,2.239036257378757000e-05
-1.162580083473585546e-04,-9.147485980065539479e-05,1.179417449748143554e-04
2.071590861305594444e-04,1.075461113941855729e-04,5.786575275124050677e-05
6.911119271535426378e-06,-7.024664955679327250e-05,2.795288455672562122e-04
-1.119941007345914841e-04,-5.202889587962999940e-05,-4.951196024194359779e-05
-1.403276201017433777e-05,-6.933235999895259738e-05,3.105959622189402580e-04
-2.122577825502958149e-05,-7.132024620659649372e-06,-2.339775164728052914e-05
9.605452942196279764e-05,-4.538213033811189234e-06,2.637424040585756302e-04
-6.726414721924811602e-05,-5.135247192811220884e-05,6.156713061500340700e-05
2.105588646372780204e-05,-8.059103856794536114e-05,4.233693471178412437e-04
-4.665841907262802124e-02,1.161971129477024078e-03,-1.038056239485740662e-01
-6.779392808675765991e-02,1.474230922758579254e-02,-1.581236869096755981e-01
-8.006856590509414673e-02,3.044165298342704773e-02,-1.633684486150741577e-01
-1.038153246045112610e-01,2.392102591693401337e-02,-1.598372161388397217e-01
-1.305904239416122437e-01,2.859263867139816284e-02,-2.221326380968093872e-01
-1.061667203903198242e-01,3.376162424683570862e-02,-2.128401845693588257e-01
-1.094258576631546021e-01,2.379545941948890686e-02,-2.136501669883728027e-01
-1.088620275259017944e-01,2.411548793315887451e-02,-2.516004443168640137e-01
-8.394546806812286377e-02,2.054048888385295868e-02,-1.758077591657638550e-01
-1.181826144456863403e-01,2.609733119606971741e-02,-2.760718166828155518e-01
-1.090659499168395996e-01,2.292591519653797150e-02,-2.406705170869827271e-01
-4.834609851241111755e-02,2.151331305503845215e-02,-8.921170234680175781e-02
-8.025111258029937744e-02,1.758823171257972717e-02,-1.461165845394134521e-01
-9.243859350681304932e-02,1.763166859745979309e-02,-1.884548664093017578e-01
-8.456650376319885254e-02,2.416981756687164307e-02,-1.802753508090972900e-01
-8.530981093645095825e-02,9.732987731695175171e-03,-1.379080414772033691e-01
-5.832100287079811096e-02,1.630934327840805054e-02,-8.542094379663467407e-02
-7.491801679134368896e-02,3.176070004701614380e-02,-1.632084697484970093e-01
-8.436951041221618652e-02,2.457455359399318695e-02,-1.644187420606613159e-01
-8.695606142282485962e-02,3.644405677914619446e-02,-2.111558467149734497e-01
-1.072548255324363708e-01,3.729783743619918823e-02,-2.766417562961578369e-01
-9.124077111482620239e-02,4.146798700094223022e-02,-2.338386327028274536e-01
-6.118934974074363708e-02,2.829450182616710663e-02,-1.344519704580307007e-01
-9.366324543952941895e-02,2.885352261364459991e-02,-1.928464323282241821e-01
-6.897965073585510254e-02,2.789571695029735565e-02,-1.529663950204849243e-01
-7.204064726829528809e-02,2.144701778888702393e-02,-1.336703300476074219e-01
-5.121118202805519104e-02,2.275518700480461121e-02,-9.731720387935638428e-02
-1.367550790309906006e-01,5.040721967816352844e-02,-3.856080174446105957e-01
-6.506074965000152588e-02,2.985978871583938599e-02,-1.464764177799224854e-01
-6.153199076652526855e-02,2.946558967232704163e-02,-1.209970042109489441e-01
-4.655888304114341736e-02,2.601782977581024170e-02,-1.013185381889343262e-01
-7.263600826263427734e-02,2.957884594798088074e-02,-1.640793085098266602e-01
-5.539292842149734497e-02,2.826067805290222168e-02,-1.077066138386726379e-01
-8.174275606870651245e-02,3.425884991884231567e-02,-2.030164003372192383e-01
-6.405609846115112305e-02,2.770652063190937042e-02,-1.520054042339324951e-01
-7.198289036750793457e-02,2.717865072190761566e-02,-1.551775336265563965e-01
-7.322941720485687256e-02,2.477888762950897217e-02,-1.534973829984664917e-01
-7.679915428161621094e-02,3.616326302289962769e-02,-1.952959001064300537e-01
-8.950862288475036621e-02,2.412356063723564148e-02,-1.767019182443618774e-01
-5.155768990516662598e-02,3.383482992649078369e-02,-1.086002662777900696e-01
-6.581240892410278320e-02,1.885217428207397461e-02,-1.144134327769279480e-01
-5.556719750165939331e-02,2.165520191192626953e-02,-9.829670935869216919e-02
-7.821135222911834717e-02,2.777393162250518799e-02,-1.822073161602020264e-01
-7.429631054401397705e-02,2.434121817350387573e-02,-1.337947547435760498e-01
-1.053566634654998779e-01,4.797307401895523071e-02,-3.221112191677093506e-01
